company,risk_category,sentence
jpmorgan,operational_risk,"These external operational systems with which JPMorgan is connected, whether directly or indirectly, can be sources of operational risk to JPMorganChase."
jpmorgan,operational_risk,"Similarly, retailers, payment systems and processors, data aggregators and other external parties with which JPMorganChase’s customers do business can increase JPMorganChase’s operational risk."
jpmorgan,operational_risk,"JPMorganChase can be negatively affected if it fails to identify and address operational risks associated with the introduction of or changes to products, services and delivery platforms or the adoption of new technologies."
jpmorgan,operational_risk,"When JPMorganChase launches a new product or service, introduces a new platform for the delivery or
Part I
distribution of products or services (including mobile connectivity, electronic trading and cloud computing), acquires or invests in a business, makes changes to an existing product, service or delivery platform, or adopts a new technology, it may not fully appreciate or identify new operational risks that may arise from those changes, including increased reliance on third party providers, or may fail to implement adequate controls to mitigate the risks associated with those changes."
jpmorgan,operational_risk,JPMorganChase faces substantial legal and operational risks in the processing and safeguarding of personal information.
jpmorgan,operational_risk,"These types of laws, rules and regulations can prohibit or significantly restrict financial services firms such as JPMorganChase from transferring information across national borders or sharing information among affiliates or with third parties such as vendors, thereby
increase compliance costs and operational risk, or restrict JPMorganChase’s use of personal information when developing or offering products or services to customers."
jpmorgan,operational_risk,"There can be no assurance that JPMorganChase’s disclosure controls and procedures will be effective in every circumstance, or that a material weakness or significant deficiency in internal control over financial reporting will not occur."
jpmorgan,regulatory_risk,"•
Strategic
risks, including the damage to JPMorganChase’s competitive standing and results that could occur if management fails to develop and execute effective business strategies; risks associated with the significant and increasing competition that JPMorganChase faces; and the potential adverse impacts of climate change on the
effectiveness of JPMorganChase’s existing business strategies with respect to its operations, clients and customers.
•
Conduct
risks, including the negative impact that can result from the actions or misconduct of employees, including any failure of employees to conduct themselves in accordance with JPMorganChase’s expectations, policies and practices.
•
Reputation
risks, including the potential adverse effects on JPMorganChase’s relationships with its clients, customers, shareholders, regulators and other stakeholders that could arise from employee misconduct, security breaches, inadequate risk management, compliance or operational failures, litigation and regulatory investigations, failure to satisfy expectations concerning environmental, social and governance concerns, failure to effectively manage conflicts of interest or to satisfy fiduciary obligations, or other factors that could damage JPMorganChase’s reputation.
•
Country
risks, including potential impacts on JPMorganChase’s businesses from an outbreak or escalation of hostilities between countries or within a country or region; and the potential adverse effects of local economic, political, regulatory and social factors on JPMorganChase’s business and revenues in certain countries in which it operates."
jpmorgan,regulatory_risk,"•
Legal
risks, including those relating to litigation and regulatory and government investigations."
jpmorgan,regulatory_risk,"Regulatory
JPMorganChase’s businesses are highly regulated, and the laws, rules and regulations that apply to JPMorganChase have a significant impact on its business and operations."
jpmorgan,regulatory_risk,"Any failure by JPMorganChase to comply with the laws, rules and regulations to which it is subject could result in:
•
increased regulatory and supervisory scrutiny
•
regulatory and governmental enforcement actions
•
the imposition of fines, penalties or other sanctions
•
increased exposure to litigation, or
•
harm to its reputation."
jpmorgan,regulatory_risk,"For example:
•
larger firms such as JPMorganChase are often subject to more stringent supervision, regulation and regulatory scrutiny
•
financial technology companies and other non-traditional competitors may not be subject to banking regulation, or may be supervised by a national or state regulatory agency that does not have the same resources or regulatory priorities as the regulatory agencies that supervise more diversified financial services firms, or
•
the financial services regulatory and supervisory framework in a particular jurisdiction may favor financial institutions that are based in that jurisdiction."
jpmorgan,regulatory_risk,"These types of differences in the regulatory and supervisory framework can result in JPMorganChase losing market share to competitors that are less regulated or not subject to regulation, especially with respect to unregulated financial products."
jpmorgan,regulatory_risk,There can also be significant differences in the ways that similar regulatory initiatives affecting the financial services industry are implemented in the U.S. and in other countries and regions in which JPMorganChase does business.
jpmorgan,regulatory_risk,"For example, when adopting rules that are intended to implement a global regulatory or supervisory standard, a national regulator may introduce additional or more restrictive requirements, which can create competitive disadvantages for financial services firms, such as JPMorganChase, that may be subject to those enhanced regulations."
jpmorgan,regulatory_risk,"In addition, certain national and multi-national bodies and governmental agencies outside the U.S. have adopted laws, rules or regulations that may conflict with or prohibit JPMorganChase from complying with laws, rules and regulations to which it is otherwise subject, creating conflict of law issues that also increase its risk of non-compliance in those jurisdictions."
jpmorgan,regulatory_risk,Legislative and regulatory initiatives outside the U.S. have required and could in the future require JPMorganChase to make significant modifications to its operations and legal entity structure in the relevant countries or regions in order to comply with those requirements.
jpmorgan,regulatory_risk,"These include laws, rules and regulations that have been adopted or proposed, as well as regulatory expectations, relating to:
•
the establishment of locally-based intermediate holding companies or operating subsidiaries
•
requirements to maintain minimum amounts of capital or liquidity in locally-based subsidiaries
•
the implementation of processes within locally-based subsidiaries to comply with local regulatory requirements or expectations
•
the separation (or “ring fencing”) of core banking products and services from markets activities
•
requirements for the orderly resolution of financial institutions
•
requirements for executing or settling transactions on exchanges or through central counterparties (“CCPs”), or for depositing funds with other financial institutions or clearing and settlement systems
•
position limits and reporting rules for derivatives
•
governance and accountability regimes
•
conduct of business and control requirements, and
•
restrictions on compensation."
jpmorgan,regulatory_risk,"These types of differences, inconsistencies and conflicts in financial services regulation have required and could in the future require JPMorganChase to:
•
divest assets or restructure its operations
•
maintain higher levels of capital and liquidity, or absorb increased capital and liquidity costs
•
incur higher operational and compliance costs
•
change the prices that it charges for its products and services
•
curtail the products and services that it offers to its customers and clients
•
curtail other business opportunities, including acquisitions or principal investments, that it otherwise would have pursued
•
become subject to regulatory fines, penalties or other sanctions, or
•
incur higher costs for complying with different legal and regulatory frameworks."
jpmorgan,regulatory_risk,"Resolving regulatory investigations can subject JPMorganChase to significant penalties and collateral consequences, and could result in higher compliance costs or restrictions on its operations."
jpmorgan,regulatory_risk,JPMorganChase is subject to heightened oversight and scrutiny from regulatory authorities in many jurisdictions.
jpmorgan,regulatory_risk,"JPMorganChase could become subject to similar regulatory or governmental resolutions or other actions in the future, and addressing the requirements of any such resolutions or actions could result in JPMorganChase incurring higher operational and compliance costs, including devoting substantial resources to the required remediation or needing to comply with other restrictions."
jpmorgan,regulatory_risk,"In connection with resolving specific regulatory investigations or enforcement actions, certain regulators have required JPMorganChase and other financial institutions to admit wrongdoing with respect to the activities that gave rise to the resolution."
jpmorgan,regulatory_risk,"Furthermore, government officials in the U.S. and other countries have demonstrated a willingness to bring criminal actions against financial institutions and have required that institutions plead guilty to criminal offenses or admit other wrongdoing in connection with resolving regulatory investigations or enforcement actions."
jpmorgan,regulatory_risk,"JPMorganChase expects that:
•
it and other financial services firms will continue to be subject to heightened regulatory scrutiny and governmental investigations and enforcement actions
•
governmental authorities will continue to require that financial institutions be penalized for actual or deemed violations of law with formal and punitive enforcement actions, including the imposition of significant monetary and other sanctions, rather than resolving these matters through informal supervisory actions, and
•
governmental authorities will be more likely to pursue formal enforcement actions and resolutions against JPMorganChase to the extent that it has previously been subject to other governmental investigations or enforcement actions."
jpmorgan,regulatory_risk,"If JPMorganChase fails to meet the requirements of any resolution of a governmental investigation or enforcement action, or to maintain risk and control processes that meet the heightened standards and expectations of its regulators, it could be required to, among other things:
•
enter into further resolutions of investigations or enforcement actions
•
pay additional regulatory penalties or enter into judgments, or
•
accept material regulatory restrictions on, or changes in the management of, its businesses."
jpmorgan,regulatory_risk,"JPMorganChase’s operations and financial results can be negatively impacted in jurisdictions with less predictable legal and regulatory frameworks
."
jpmorgan,regulatory_risk,"JPMorganChase conducts existing and new business in certain countries, states, municipalities, territories and other jurisdictions in which the application of the rule of law is inconsistent, extralegal or less predictable, including with respect to:
•
the absence of a statutory or regulatory basis or guidance for engaging in specific types of business or transactions
•
conflicting or ambiguous laws, rules, regulations and judicial orders, or the inconsistent application or interpretation of existing laws, rules, regulations and judicial precedents
•
actions by or at the direction of government officials or agencies
•
uncertainty concerning the enforceability of intellectual property rights or contractual or other obligations
•
difficulty in competing in economies in which the government controls or protects all or a portion of the local economy or specific businesses, or where graft or corruption may be pervasive
•
the threat of regulatory investigations, civil litigations or criminal prosecutions that are arbitrary or otherwise contrary to established legal principles in other parts of the world, and
Part I
•
the termination of licenses required to operate in the local market or the suspension of business relationships with governmental bodies."
jpmorgan,regulatory_risk,"In addition, conducting business in jurisdictions with less predictable legal and regulatory frameworks could require JPMorganChase to devote significant additional resources to understanding local laws, rules and regulations, as well as structuring its operations to comply with local laws, rules and regulations and implementing and administering related internal policies and procedures."
jpmorgan,regulatory_risk,"There can be no assurance that JPMorganChase will always be successful in its efforts to fully understand and to conduct its business in compliance with the laws, rules and regulations of all of the jurisdictions in which it operates, and the risk of non-compliance, or of interference with JPMorganChase's businesses, can be greater in jurisdictions that have less predictable legal and regulatory frameworks."
jpmorgan,regulatory_risk,"All of these are affected by global economic, market and political events and conditions, including monetary policies and actions taken by central banks or other governmental authorities, as well as by the regulatory environment."
jpmorgan,regulatory_risk,"If a client for which JPMorganChase provides these services becomes bankrupt or insolvent, JPMorganChase may incur losses, become involved in disputes and litigation with one or more CCPs, the client’s bankruptcy estate and other creditors, or be subject to regulatory investigations."
jpmorgan,regulatory_risk,"JPMorganChase’s funding costs could also be negatively affected by actions that JPMorganChase may take in order to:
•
satisfy applicable liquidity coverage ratio and net stable funding ratio requirements
•
address obligations under its resolution plan, or
•
satisfy regulatory requirements in jurisdictions outside the U.S. relating to the pre-positioning of liquidity in subsidiaries that are material legal entities."
jpmorgan,regulatory_risk,"JPMorgan Chase Bank, N.A. is subject to regulatory restrictions on its dividend distributions, as well as capital adequacy requirements, such as the Supplementary Leverage Ratio (“SLR”), and liquidity requirements and other regulatory restrictions on its ability to make payments to the Parent Company."
jpmorgan,regulatory_risk,"Rating agencies evaluate general, firm-specific and industry-specific factors when determining credit ratings for a particular financial institution, including:
•
expected future profitability
•
risk management practices
•
legal expenses
•
ratings differentials between bank holding companies and their bank and non-bank subsidiaries
•
regulatory developments
•
assumptions about government support, and
•
economic and geopolitical developments."
jpmorgan,regulatory_risk,"Capital
Maintaining the required level and composition of capital may impact JPMorganChase’s ability to support business activities, meet evolving regulatory requirements and distribute capital to shareholders."
jpmorgan,regulatory_risk,"JPMorganChase is subject to various regulatory capital requirements, including leverage- and risk-based capital requirements."
jpmorgan,regulatory_risk,"In addition to proper design, installation, maintenance and training, the effective functioning of JPMorganChase’s operational systems depends on:
•
the quality of the information contained in those systems, as inaccurate, outdated, incomplete or corrupted data can significantly compromise the
functionality or reliability of a particular system and other systems to which it transmits or from which it receives information, and
•
JPMorganChase’s ability to continue to maintain and upgrade its systems on a regular and timely basis in line with technological advancements and evolving security requirements, maintain security and operational continuity of its systems, including by carefully managing any changes introduced to its systems, prevent unauthorized access and the misuse of access to its systems, and adhere to all applicable legal and regulatory requirements, particularly in regions where JPMorganChase may face a heightened risk of malicious activity."
jpmorgan,regulatory_risk,"The ineffectiveness, failure or other disruption of operational systems upon which JPMorganChase depends, including due to a systems malfunction, cyber incident or other systems failure, could result in unfavorable ripple effects in the financial markets and for JPMorganChase and its clients and customers, including:
•
delays or other disruptions in providing services, including the provision of liquidity or information to clients and customers
•
impairment of JPMorganChase’s ability to execute transactions, including delays or failures in the confirmation or settlement of transactions or in obtaining access to funds or other assets required for settlement
•
the possibility that funds transfers, capital markets trades or other transactions are executed erroneously
•
financial losses, including due to loss-sharing requirements of CCPs, payment systems or other market infrastructures, or as possible restitution to clients and customers
•
higher operational costs associated with replacing services provided by a system that has experienced a failure or other disruption
•
limitations on JPMorganChase's ability to collect data needed for its business and operations
•
loss of confidence in the ability of JPMorganChase, or financial institutions generally, to protect against and withstand operational disruptions
•
dissatisfaction among JPMorganChase’s clients or customers
•
significant exposure to litigation and regulatory fines, penalties or other sanctions, and
•
harm to JPMorganChase’s reputation."
jpmorgan,regulatory_risk,"If JPMorganChase’s operational systems, or those of acquired businesses or of external parties on which
Part I
JPMorganChase’s businesses depend, are unable to meet the requirements of JPMorganChase’s businesses and operations or bank regulatory standards, or if they fail or have other significant shortcomings, JPMorganChase could be materially and adversely affected."
jpmorgan,regulatory_risk,"Failure to discover or address emerging threats, known vulnerabilities or shortcomings in cybersecurity controls, or to prioritize or complete enhancements to address them, in each case in a timely manner, may leave JPMorganChase vulnerable to cyber attacks, potentially resulting in data breaches, financial losses,
reputational damage and regulatory penalties, including the failure to prioritize or complete enhancements relating to:
•
preventing unauthorized access and protecting against the misuse of access, including the maintenance and enhancement of controls related to secure software development practices and identity and access management, such as those relating to the management of administrative access to systems
•
detecting, escalating and addressing effectively and in a timely manner any vulnerabilities that may be present either in internally-developed software or externally-provided software or services, including vulnerabilities that could allow attackers to exploit unknown security flaws in software and hardware (“zero-day vulnerabilities”)
•
oversight of third-party vendors and early detection of attacks against those vendors, including ransomware attacks and attacks targeting vulnerabilities in third-party open-source software, in support of the secure development and maintenance of internal systems
•
maintaining and enhancing controls related to technology asset management and inventory systems to prevent the risk of undetected vulnerabilities that could undermine JPMorganChase’s ability to operate an effective control process
•
upgrading the coverage and capabilities of systems and controls to protect JPMorganChase and its clients and customers from the impact of distributed denial-of-service attacks, or to recover from outages that could be caused by a malware or ransomware attack
•
the continuing migration of client-facing services to the cloud, and modernization of those services
•
strengthening network security and managing outbound connections to reduce the risk of data loss
•
identifying, assessing and mitigating insider threat activities that could lead to the misuse of JPMorganChase’s systems or client and customer information, and
•
integrating acquired businesses where system integration may be complex or may require extensive and lengthy remediation or enhancement of controls."
